abbrev:keyword,name:text,                                   scalerank:integer,type:keyword,     location:geo_point,                         country:keyword,                city:keyword,                   city_location:geo_point
SCL,           Arturo Merino Benitez Int'l,                 2,                major,            POINT(-70.7936860162974 -33.3968336342597), Chile,                          Quilicura,                      POINT(-70.7333 -33.3667)
SEA,           Tacoma Int'l,                                2,                major,            POINT(-122.302289722924 47.4435819127259),  United States,                  Seattle,                        POINT(-122.3244 47.6211)
SFO,           San Francisco Int'l,                         2,                major,            POINT(-122.383470344449 37.6170250868053),  United States,                  South San Francisco,            POINT(-122.4196 37.6538)
SHA,           Hongqiao,                                    2,                major,            POINT(121.341183788567 31.1872574314078),   China,                          Shanghai,                       POINT(121.4667 31.1667)
SVO,           Sheremtyevo,                                 2,                major,            POINT(37.4159690348414 55.966447172512),    Russia,                         Khimki,                         POINT(37.445 55.8892)
YYZ,           Toronto-Pearson Int'l,                       2,                major,            POINT(-79.6114193247449 43.6809595186356),  Canada,                         Toronto,                        POINT(-79.3733 43.7417)
SYD,           Kingsford Smith,                             2,                major,            POINT(151.166067305601 -33.9365832057717),  Australia,                      Sydney,                         POINT(151.21 -33.8678)
HEL,           Helsinki Vantaa,                             2,                major,            POINT(24.9682078665914 60.3187158912982),   Finland,                        Helsinki,                       POINT(24.9375 60.1708)
CDG,           Charles de Gaulle Int'l,                     2,                major,            POINT(2.54186776739457 49.0144200969386),   France,                         Aulnay-sous-Bois,               POINT(2.4906 48.9386)
TXL,           Berlin-Tegel Int'l,                          2,                major,            POINT(13.2903090925074 52.5544287044101),   Germany,                        Hohen Neuendorf,                POINT(13.2833 52.6667)
VIE,           Vienna Schwechat Int'l,                      2,                major,            POINT(16.5607679642129 48.1197563052538),   Hungary,                        Sopron,                         POINT(16.5831 47.6849)
FRA,           Frankfurt Int'l,                             2,                major,            POINT(8.57182286907608 50.0506770895207),   Germany,                        Frankfurt,                      POINT(8.6822 50.1106)
FCO,           Leonardo da Vinci Int'l,                     2,                major,            POINT(12.2501008973638 41.7950786307394),   Italy,                          Fiumicino,                      POINT(12.2333 41.7667)
