abbrev:keyword,airport:text,region:text,city:keyword,city_location:geo_point,city_boundary:geo_shape
VIDX,Hindon Air Force Station,Ghaziabad,Ghāziābād,POINT(77.42 28.67),"POLYGON((77.1992 28.8045\,77.2587 28.7526\,77.2558 28.7385\,77.2909 28.7227\,77.2913 28.7064\,77.3311 28.7132\,77.3168 28.6377\,77.3421 28.6102\,77.3689 28.6088\,77.3584 28.6178\,77.3849 28.6544\,77.3911 28.6343\,77.4337 28.6222\,77.4566 28.6379\,77.4776 28.6273\,77.5006 28.6488\,77.542 28.6335\,77.5419 28.6517\,77.5662 28.6529\,77.546 28.6848\,77.6165 28.7216\,77.5505 28.7807\,77.5304 28.7584\,77.5467 28.7487\,77.5405 28.7379\,77.4964 28.7321\,77.4538 28.7649\,77.4226 28.7631\,77.418 28.7796\,77.3634 28.7861\,77.3482 28.806\,77.3046 28.7906\,77.2779 28.835\,77.249 28.8227\,77.222 28.8339\,77.2187 28.8108\,77.1992 28.8045))"
VIE,Vienna Schwechat Int'l,Sopron,Sopron,POINT(16.5831 47.6849),"POLYGON((16.4215 47.6653\,16.5514 47.6324\,16.5992 47.6482\,16.6196 47.633\,16.6398 47.6551\,16.6818 47.6279\,16.7025 47.6709\,16.749 47.6814\,16.7209 47.7353\,16.67 47.7408\,16.6705 47.6939\,16.6389 47.6936\,16.5926 47.7591\,16.5376 47.74\,16.5522 47.7225\,16.5279 47.7012\,16.5383 47.698\,16.529 47.6799\,16.4503 47.6625\,16.4876 47.6847\,16.4479 47.6965\,16.4434 47.6741\,16.4215 47.6653))"
VIX,Eurico de Aguiar Salles,Vitória,Vitória,POINT(-40.3083 -20.2889),"POLYGON((-40.3623 -20.3118\,-40.3545 -20.327\,-40.2744 -20.32\,-40.2905 -20.306\,-40.2768 -20.3019\,-40.2772 -20.2987\,-40.3163 -20.2797\,-40.3024 -20.2548\,-40.3114 -20.2443\,-40.3623 -20.3118))"
VLC,Valencia,Paterna,Paterna,POINT(-0.4406 39.5028),"POLYGON((-0.5187 39.5286\,-0.498 39.5095\,-0.4249 39.4887\,-0.4316 39.5061\,-0.4185 39.5178\,-0.482 39.5654\,-0.4775 39.5447\,-0.5064 39.5539\,-0.5187 39.5286))"
VLI,Bauerfield Int'l,Shefa,Port-Vila,POINT(168.3167 -17.7333),"POLYGON((167.4606 -16.9799\,167.977 -17.815\,167.9977 -17.8463\,168.3538 -18.3437\,168.5283 -18.2717\,169.3133 -18.35\,168.8097 -17.6352\,168.8571 -17.0216\,168.8574 -16.9968\,168.8524 -16.9608\,168.8471 -16.9422\,168.7339 -16.6093\,168.5617 -16.6267\,167.9617 -16.5\,167.4606 -16.9799))"
VLN,Zim Valencia,Parroquia Los Guayos,Los Guayos,POINT(-67.9333 10.1833),"POLYGON((-67.9507 10.1871\,-67.9166 10.1521\,-67.8554 10.146\,-67.8888 10.1624\,-67.9103 10.2139\,-67.9507 10.1871))"
VNO,Vilnius,Vilnius,Vilnius,POINT(25.28 54.6872),"POLYGON((25.0245 54.6232\,25.0661 54.6197\,25.0784 54.5991\,25.1153 54.6013\,25.0925 54.5898\,25.1213 54.5697\,25.1864 54.5695\,25.1851 54.5914\,25.1626 54.5999\,25.1713 54.6055\,25.237 54.5748\,25.2408 54.593\,25.314 54.5993\,25.3309 54.6097\,25.3199 54.6471\,25.3634 54.6396\,25.4094 54.6807\,25.4804 54.6861\,25.4604 54.6969\,25.4647 54.7085\,25.4083 54.7179\,25.4515 54.7409\,25.455 54.8017\,25.3772 54.8058\,25.3662 54.826\,25.3597 54.8063\,25.3315 54.8095\,25.3215 54.8182\,25.3344 54.8236\,25.2937 54.8272\,25.2909 54.7981\,25.2757 54.7942\,25.2848 54.7744\,25.2142 54.7501\,25.1746 54.7532\,25.1904 54.7359\,25.2053 54.7452\,25.199 54.7131\,25.1543 54.7297\,25.1484 54.7108\,25.101 54.7022\,25.1804 54.7013\,25.1895 54.6808\,25.1423 54.6814\,25.0245 54.6232))"
VNS,Varanasi,Sadar,Vārānasi,POINT(83.0128 25.3189),"POLYGON((82.6666 25.2534\,82.7126 25.2615\,82.7481 25.2385\,82.7766 25.2704\,82.7756 25.234\,82.792 25.2282\,82.7844 25.249\,82.8195 25.2558\,82.8041 25.2192\,82.8157 25.2045\,82.7827 25.2037\,82.8035 25.1699\,82.8082 25.189\,82.8609 25.1689\,82.8697 25.1994\,82.9003 25.2152\,82.9067 25.1957\,83.0066 25.2052\,83.0308 25.2491\,83.0674 25.248\,83.0118 25.3059\,83.0581 25.3301\,83.1413 25.3219\,83.1709 25.3517\,83.1882 25.4163\,83.1186 25.4422\,83.0652 25.4352\,83.0522 25.4466\,83.0433 25.4268\,83.0057 25.4391\,82.9725 25.4097\,82.9728 25.3927\,82.9184 25.3965\,82.9434 25.3604\,82.934 25.3503\,82.8637 25.3763\,82.8626 25.3925\,82.8239 25.383\,82.8134 25.4068\,82.7742 25.375\,82.7142 25.3906\,82.7062 25.3593\,82.6828 25.3557\,82.7039 25.3232\,82.6666 25.2534))"
VOG,Gumrak,Центральный район,Volgograd,POINT(44.5147 48.7086),"POLYGON((44.4889 48.7086\,44.5047 48.7041\,44.5206 48.6937\,44.5544 48.7233\,44.5653 48.7368\,44.5517 48.7411\,44.5505 48.7394\,44.5458 48.7406\,44.543 48.742\,44.5405 48.7475\,44.5285 48.7514\,44.5248 48.7423\,44.5289 48.7379\,44.5276 48.7327\,44.4889 48.7086))"
VOZ,Voronezh-Chertovitskoye,Центральный район,Voronezh,POINT(39.2106 51.6717),"POLYGON((39.2256 51.8075\,39.1808 51.713\,39.2116 51.7029\,39.2137 51.6824\,39.1857 51.6736\,39.2235 51.6534\,39.2498 51.7113\,39.2472 51.7605\,39.2848 51.8035\,39.2256 51.8075))"
VRA,Juan Gualberto Gomez,Ciudad de Cárdenas,Cárdenas,POINT(-81.2036 23.0428),"POLYGON((-81.2431 23.014\,-81.189 23.0087\,-81.1864 23.0461\,-81.2366 23.0615\,-81.2273 23.018\,-81.2431 23.014))"
VSA,Villahermosa,Macuspana,Macuspana,POINT(-92.6 17.7667),"POLYGON((-92.718 17.9149\,-92.558 17.5402\,-92.1299 17.767\,-92.3857 18.1603\,-92.718 17.9149))"
VTE,Vientiane,ເມືອງຈັນທະບູລີ,Vientiane,POINT(102.6 17.9667),"POLYGON((102.5827 18.0194\,102.5877 17.9892\,102.6068 17.9961\,102.5945 17.9854\,102.6064 17.9809\,102.6034 17.9553\,102.6305 17.988\,102.6265 18.0263\,102.6038 18.0359\,102.5827 18.0194))"
VTZ,Vishakapatnam,Visakhapatnam (Urban),Vishākhapatnam,POINT(83.2978 17.7042),"POLYGON((83.2245 17.751\,83.2224 17.6832\,83.2642 17.6741\,83.2808 17.6891\,83.2638 17.7121\,83.28 17.6951\,83.2834 17.7118\,83.2836 17.6894\,83.3063 17.6882\,83.3594 17.7611\,83.3342 17.7855\,83.3043 17.7884\,83.3076 17.7619\,83.3303 17.7503\,83.2245 17.751))"
VVI,Viru Viru Int'l,Municipio Warnes,Warnes,POINT(-63.1667 -17.5167),"POLYGON((-63.2681 -17.4184\,-63.2113 -17.5146\,-63.1969 -17.6053\,-63.2071 -17.6848\,-63.0872 -17.6569\,-62.9605 -17.6049\,-62.938 -17.4355\,-62.9537 -17.4295\,-62.9582 -17.3886\,-62.923 -17.343\,-62.9227 -17.3208\,-62.9329 -17.2648\,-62.9676 -17.2636\,-62.9788 -17.2413\,-62.9612 -17.2128\,-62.9774 -17.1541\,-63.0213 -17.1326\,-63.0392 -17.1044\,-62.9882 -17.0488\,-63.0116 -17.057\,-63.0341 -17.0356\,-63.0775 -17.0759\,-63.0557 -17.1212\,-63.0872 -17.202\,-63.1022 -17.337\,-63.1674 -17.3716\,-63.2269 -17.3734\,-63.2681 -17.4184))"
WAW,Okecie Int'l,Piaseczno,Piaseczno,POINT(21.0167 52.0667),"POLYGON((20.9729 52.0526\,21.0241 52.0495\,21.0613 52.0878\,21.0115 52.0965\,21.0112 52.0716\,20.987 52.0737\,20.9783 52.0616\,20.9918 52.0572\,20.9729 52.0526))"
WDH,Windhoek Hosea Kutako Int'l,Khomas Region,Windhoek,POINT(17.0836 -22.57),"POLYGON((15.7234 -23.9616\,16.2632 -23.8465\,16.1643 -23.9551\,16.3354 -24.0454\,16.3873 -23.8645\,16.5188 -23.8904\,16.3053 -23.8084\,16.3297 -23.6634\,16.582 -23.5942\,16.4866 -23.507\,16.624 -23.2203\,17.4911 -23.2872\,17.443 -23.6223\,18.0859 -23.6533\,18.4352 -23.5013\,18.2121 -22.4803\,17.95 -22.3773\,18.1171 -21.7085\,17.5734 -21.8478\,17.4508 -22.1028\,17.1048 -22.2686\,16.7022 -22.2408\,16.7347 -22.3457\,16.0728 -22.5739\,15.9515 -22.6949\,16.0679 -22.8342\,15.8952 -22.8724\,15.9433 -23.205\,15.7967 -23.2527\,15.8495 -23.7951\,15.7234 -23.9616))"
WIIT,Radin Inten II,Bandar Lampung,Bandar Lampung,POINT(105.2667 -5.45),"POLYGON((105.1784 -5.4067\,105.1912 -5.4292\,105.1834 -5.4514\,105.2216 -5.4462\,105.2248 -5.4897\,105.2899 -5.4453\,105.3203 -5.4693\,105.3263 -5.5035\,105.3502 -5.514\,105.3258 -5.466\,105.3408 -5.4155\,105.3066 -5.3583\,105.2914 -5.3664\,105.2942 -5.3482\,105.2606 -5.3508\,105.2524 -5.3283\,105.1784 -5.4067))"
WLG,Wellington Int'l,Lower Hutt City,Lower Hutt,POINT(174.9167 -41.2167),"POLYGON((174.8479 -41.3595\,174.8759 -41.3878\,174.8678 -41.4095\,174.915 -41.4374\,174.9831 -41.4029\,174.9587 -41.3829\,174.9934 -41.345\,175.0224 -41.3482\,175.0867 -41.2792\,175.0819 -41.2179\,174.9994 -41.2146\,174.9911 -41.2038\,175.0182 -41.1784\,174.975 -41.1328\,174.9487 -41.1531\,174.9111 -41.14\,174.8498 -41.2266\,174.8896 -41.2326\,174.9125 -41.2583\,174.8479 -41.3595))"
WWK,Wewak Int'l,East Sepik,Wewak,POINT(143.6333 -3.55),"POLYGON((141.3404 -4.2587\,141.3479 -4.6017\,141.3744 -4.6128\,142.3099 -4.6132\,142.3229 -4.6361\,142.3246 -4.9408\,142.3866 -4.9913\,142.4085 -4.994\,142.4521 -4.9626\,142.5608 -4.9919\,142.673 -4.9837\,142.7507 -5.0422\,142.787 -5.0268\,142.851 -5.0298\,143.0141 -5.1301\,143.0518 -5.1051\,143.1003 -5.1037\,143.2516 -5.1208\,143.3178 -5.1582\,143.3539 -5.1365\,144.0291 -4.9941\,144.1049 -4.9435\,144.5742 -4.5878\,144.5816 -4\,144.9167 -4\,145 -3.9167\,145 -2\,143.0833 -2\,143.0833 -3.53\,143.0275 -3.5374\,142.9587 -3.4948\,142.8918 -3.4877\,142.8261 -3.4553\,142.7726 -3.4012\,142.696 -3.4442\,142.6199 -3.4398\,142.6423 -3.5165\,142.6159 -3.555\,142.6099 -3.6674\,142.6388 -3.792\,142.6292 -3.9057\,142.617 -3.9202\,142.54 -3.9298\,142.5318 -4.0543\,141.835 -4.0594\,141.773 -4.0255\,141.7631 -4.0005\,141.7166 -3.9904\,141.3404 -4.2587))"
XIY,Hsien Yang,莲湖区,Xi’an,POINT(108.9 34.2667),"POLYGON((108.8492 34.285\,108.8497 34.2567\,108.8843 34.2544\,108.8851 34.2388\,108.9345 34.2528\,108.9487 34.2941\,108.8492 34.285))"
XMN,Xiamen Gaoqi Int'l,思明区,Xiamen,POINT(118.0819 24.4797),"POLYGON((118.0634 24.4801\,118.0478 24.4252\,118.1317 24.3822\,118.1469 24.41\,118.2594 24.4954\,118.1951 24.5062\,118.1402 24.4829\,118.1197 24.5071\,118.0634 24.4801))"
XXC,Cascais,"Sintra (Santa Maria e São Miguel\, São Martinho e São Pedro de Penaferrim)",Sintra,POINT(-9.3883 38.7992),"POLYGON((-9.4527 38.8367\,-9.4257 38.7897\,-9.4366 38.7668\,-9.3542 38.7416\,-9.3596 38.7586\,-9.3416 38.7788\,-9.3667 38.8086\,-9.3414 38.8207\,-9.4527 38.8367))"
YAM,Sault Ste Marie,Sault Ste. Marie,Sault Ste. Marie,POINT(-84.3723 46.4817),"POLYGON((-84.347 46.5023\,-84.4552 46.4628\,-84.2894 46.4626\,-84.3024 46.4871\,-84.347 46.5023))"
YBR,Brandon,Minot,Minot,POINT(-101.278 48.2375),"POLYGON((-101.2972 48.2743\,-101.3283 48.2658\,-101.3398 48.2292\,-101.3295 48.2204\,-101.343 48.2193\,-101.3068 48.1922\,-101.2598 48.2123\,-101.2732 48.2255\,-101.2471 48.2193\,-101.1877 48.2326\,-101.261 48.2299\,-101.2852 48.2526\,-101.2592 48.2594\,-101.2847 48.2689\,-101.2806 48.2796\,-101.3062 48.2828\,-101.2972 48.2743)\,(-101.3322 48.2401\,-101.3341 48.2439\,-101.3322 48.2439\,-101.3322 48.2401)\,(-101.3274 48.2522\,-101.327 48.2545\,-101.3255 48.2538\,-101.3274 48.2522)\,(-101.325 48.2566\,-101.3232 48.2582\,-101.3232 48.2566\,-101.325 48.2566)\,(-101.3225 48.2494\,-101.3183 48.2504\,-101.3184 48.2494\,-101.3225 48.2494)\,(-101.2986 48.269\,-101.2985 48.2711\,-101.297 48.269\,-101.2986 48.269)\,(-101.2959 48.2734\,-101.2956 48.2743\,-101.2956 48.2732\,-101.2959 48.2734)\,(-101.2484 48.2231\,-101.2476 48.2244\,-101.2471 48.222\,-101.2484 48.2231))"
YDQ,Dawson Cr.,Dawson Creek,Dawson Creek,POINT(-120.2356 55.7606),"POLYGON((-120.2893 55.767\,-120.2247 55.7305\,-120.147 55.7377\,-120.2116 55.7485\,-120.2247 55.7811\,-120.2893 55.7886\,-120.2762 55.7812\,-120.2893 55.767))"
YEG,Edmonton Int'l,City of Leduc,Leduc,POINT(-113.5492 53.2594),"POLYGON((-113.6104 53.2797\,-113.6105 53.2433\,-113.5613 53.2432\,-113.5616 53.2361\,-113.5006 53.2361\,-113.5007 53.2505\,-113.4884 53.2505\,-113.4885 53.2797\,-113.5129 53.2797\,-113.5128 53.3086\,-113.5435 53.3085\,-113.5469 53.3043\,-113.547 53.2942\,-113.5492 53.2942\,-113.5506 53.2797\,-113.6104 53.2797))"
YEI,Yenisehir,İnegöl,İnegöl,POINT(29.5097 40.0806),"POLYGON((29.2423 40.056\,29.2971 40.0319\,29.3071 39.9949\,29.3693 39.9421\,29.3736 39.9138\,29.4515 39.9066\,29.4238 39.8269\,29.4717 39.8384\,29.5262 39.877\,29.7605 39.8678\,29.7416 39.8855\,29.7473 39.9023\,29.7981 39.9319\,29.7402 39.9868\,29.7541 40.0018\,29.7216 40.0995\,29.7238 40.1356\,29.6441 40.1301\,29.6282 40.1498\,29.565 40.154\,29.5194 40.1953\,29.455 40.2139\,29.4013 40.1851\,29.3712 40.1\,29.2423 40.056))"
YFB,Iqaluit,Iqaluit ᐃᖃᓗᐃᑦ,Iqaluit,POINT(-68.5107 63.7598),"POLYGON((-68.6012 63.7267\,-68.5101 63.7085\,-68.4254 63.7214\,-68.4618 63.7496\,-68.468 63.7644\,-68.5561 63.7763\,-68.588 63.7761\,-68.5993 63.7466\,-68.6012 63.7267))"
YHM,John C. Munro Hamilton Int'l,Brantford,Brantford,POINT(-80.25 43.1667),"POLYGON((-80.3536 43.1578\,-80.3118 43.1484\,-80.3088 43.1301\,-80.3287 43.1092\,-80.2714 43.0942\,-80.2336 43.1241\,-80.2157 43.1197\,-80.2166 43.1409\,-80.1933 43.1486\,-80.2122 43.1662\,-80.1897 43.1697\,-80.2159 43.1778\,-80.2227 43.2054\,-80.2555 43.1972\,-80.2609 43.2084\,-80.336 43.1909\,-80.3536 43.1578))"
YHZ,Halifax Int'l,Moncton,Moncton,POINT(-64.7714 46.1328),"POLYGON((-64.9154 46.1416\,-64.8822 46.0887\,-64.9125 46.0821\,-64.8976 46.0492\,-64.8008 46.0668\,-64.7644 46.0994\,-64.6859 46.1241\,-64.6904 46.148\,-64.7266 46.1385\,-64.7455 46.1765\,-64.8108 46.1748\,-64.8563 46.1496\,-64.8655 46.1601\,-64.9154 46.1416))"
YKA,Kamloops,Kamloops,Kamloops,POINT(-120.3408 50.6761),"POLYGON((-120.5424 50.7254\,-120.5192 50.7118\,-120.5192 50.6927\,-120.4733 50.6866\,-120.473 50.62\,-120.0807 50.6194\,-120.0808 50.6485\,-120.042 50.6489\,-120.0678 50.669\,-120.0632 50.6573\,-120.3427 50.6805\,-120.3563 50.7357\,-120.3241 50.7821\,-120.3002 50.7818\,-120.3003 50.801\,-120.2773 50.8082\,-120.2485 50.8664\,-120.3119 50.8664\,-120.3118 50.8446\,-120.3348 50.8227\,-120.3808 50.8227\,-120.3808 50.7429\,-120.5424 50.7254))"
YMX,Mirabel Int'l,Montréal,Montréal,POINT(-73.5617 45.5089),"POLYGON((-73.9742 45.4664\,-73.9247 45.4406\,-73.8936 45.4467\,-73.8376 45.4978\,-73.7903 45.5046\,-73.7642 45.4916\,-73.7738 45.482\,-73.7504 45.4611\,-73.7222 45.4827\,-73.7081 45.4735\,-73.7246 45.4612\,-73.723 45.4218\,-73.6278 45.4101\,-73.5373 45.4225\,-73.5188 45.4521\,-73.5307 45.5375\,-73.5003 45.5747\,-73.5005 45.6094\,-73.5683 45.6342\,-73.5447 45.6482\,-73.4848 45.6318\,-73.4743 45.7022\,-73.5235 45.6993\,-73.6076 45.6448\,-73.6787 45.5533\,-73.7634 45.512\,-73.8532 45.5114\,-73.8954 45.5266\,-73.9742 45.4664)\,(-73.6772 45.4837\,-73.656 45.479\,-73.6505 45.4927\,-73.6304 45.4796\,-73.6584 45.4613\,-73.632 45.4495\,-73.6873 45.4554\,-73.6772 45.4837)\,(-73.6209 45.5233\,-73.6856 45.4898\,-73.6483 45.5306\,-73.6209 45.5233)\,(-73.6185 45.4883\,-73.6029 45.495\,-73.5806 45.4856\,-73.5989 45.4744\,-73.6185 45.4883))"
YNY,Yangyang Int'l,강릉시,Gangneung,POINT(128.9 37.75),"POLYGON((128.5804 37.828\,128.6 37.8088\,128.6024 37.7693\,128.6373 37.7825\,128.6984 37.7713\,128.7438 37.7414\,128.765 37.6729\,128.7335 37.6549\,128.7366 37.6097\,128.723 37.6113\,128.7121 37.5886\,128.6841 37.5938\,128.6789 37.5671\,128.7198 37.5287\,128.7376 37.5475\,128.7898 37.5397\,128.8138 37.5033\,128.8491 37.5155\,128.8638 37.5752\,128.8845 37.5929\,128.9057 37.5526\,128.9344 37.5381\,129.0471 37.5466\,129.0557 37.5971\,129.2757 37.7825\,129.1405 37.8992\,128.9974 38.0562\,128.8034 37.913\,128.6692 37.8858\,128.6429 37.8949\,128.588 37.862\,128.5804 37.828))"
YOW,Macdonald-Cartier Int'l,Gatineau,Gatineau,POINT(-75.65 45.4833),"POLYGON((-75.7688 45.5065\,-75.7188 45.4584\,-75.6923 45.4527\,-75.5757 45.4745\,-75.5262 45.5008\,-75.5375 45.5773\,-75.5418 45.5625\,-75.7235 45.547\,-75.7202 45.5235\,-75.7643 45.521\,-75.7688 45.5065))"
YPE,Peace River,Grande Prairie,Grande Prairie,POINT(-118.7947 55.1708),"POLYGON((-118.9618 55.2215\,-118.9615 55.1634\,-118.8721 55.1634\,-118.8721 55.149\,-118.7998 55.1125\,-118.7821 55.1344\,-118.7504 55.127\,-118.7308 55.1415\,-118.7312 55.1857\,-118.6796 55.1924\,-118.6798 55.2142\,-118.846 55.2058\,-118.859 55.2362\,-118.9618 55.2215))"
YPR,Prince Rupert,Prince Rupert,Prince Rupert,POINT(-130.3271 54.3122),"POLYGON((-130.3657 54.3132\,-130.352 54.2016\,-130.3048 54.2016\,-130.2902 54.2118\,-130.3019 54.2343\,-130.2854 54.2324\,-130.2889 54.2487\,-130.2459 54.2565\,-130.246 54.3009\,-130.2847 54.3389\,-130.3657 54.3132))"
YQB,Québec,La Cité-Limoilou,Quebec City,POINT(-71.2081 46.8139),"POLYGON((-71.2876 46.7959\,-71.2578 46.7862\,-71.2116 46.7993\,-71.193 46.8322\,-71.1967 46.8604\,-71.2515 46.8695\,-71.2327 46.8506\,-71.2622 46.8348\,-71.2395 46.8177\,-71.2876 46.7959))"
YQG,Windsor,Detroit,Detroit,POINT(-83.1024 42.3834),"POLYGON((-83.288 42.4427\,-83.264 42.3417\,-83.2154 42.3289\,-83.1966 42.3509\,-83.1477 42.3519\,-83.1567 42.3278\,-83.1405 42.2977\,-83.1671 42.2896\,-83.1609 42.2552\,-83.1375 42.2828\,-83.0983 42.2867\,-83.0634 42.3179\,-82.924 42.352\,-82.9469 42.387\,-82.9217 42.3953\,-82.9104 42.419\,-82.9514 42.4358\,-82.9409 42.4504\,-83.288 42.4427)\,(-83.1219 42.4175\,-83.0425 42.4044\,-83.0406 42.3848\,-83.0547 42.3796\,-83.0738 42.3987\,-83.1023 42.3882\,-83.1219 42.4175))"
YQM,Greater Moncton Int'l,Moncton,Moncton,POINT(-64.7714 46.1328),"POLYGON((-64.9154 46.1416\,-64.8822 46.0887\,-64.9125 46.0821\,-64.8976 46.0492\,-64.8008 46.0668\,-64.7644 46.0994\,-64.6859 46.1241\,-64.6904 46.148\,-64.7266 46.1385\,-64.7455 46.1765\,-64.8108 46.1748\,-64.8563 46.1496\,-64.8655 46.1601\,-64.9154 46.1416))"
YQR,Regina,Regina,Regina,POINT(-104.6067 50.4547),"POLYGON((-104.7781 50.4697\,-104.778 50.4341\,-104.7098 50.4411\,-104.7208 50.4549\,-104.6871 50.4438\,-104.6869 50.3971\,-104.4922 50.4123\,-104.5033 50.4717\,-104.5261 50.4676\,-104.5379 50.4989\,-104.6221 50.4989\,-104.6871 50.5207\,-104.7212 50.5135\,-104.7211 50.4843\,-104.7781 50.4697)\,(-104.6195 50.4599\,-104.619 50.4613\,-104.619 50.4599\,-104.6195 50.4599)\,(-104.619 50.4591\,-104.6195 50.4598\,-104.619 50.4598\,-104.619 50.4591)\,(-104.6183 50.4584\,-104.6189 50.4593\,-104.6183 50.4593\,-104.6183 50.4584)\,(-104.5812 50.4166\,-104.5812 50.421\,-104.5778 50.4211\,-104.5812 50.4166))"
YQT,Thunder Bay Int'l,Thunder Bay,Thunder Bay,POINT(-89.2461 48.3822),"POLYGON((-89.4276 48.515\,-89.4267 48.399\,-89.3885 48.3989\,-89.3887 48.2892\,-89.3294 48.2882\,-89.3334 48.3168\,-89.3058 48.3168\,-89.3057 48.3439\,-89.2631 48.3568\,-89.2232 48.3471\,-89.2118 48.3078\,-89.1075 48.283\,-89.0608 48.3859\,-89.1502 48.3849\,-89.152 48.4966\,-89.1821 48.4825\,-89.182 48.5146\,-89.4276 48.515))"
YQX,Gander Int'l,Gander,Gander,POINT(-54.6089 48.9569),"POLYGON((-54.7211 48.9622\,-54.7165 48.9443\,-54.6331 48.9509\,-54.5317 48.885\,-54.4988 48.9762\,-54.6231 49.008\,-54.7211 48.9622))"
YQY,Sydney/J.A. Douglas McCurdy,Cape Breton Regional Municipality,Cape Breton,POINT(-60.1931 46.1389),"POLYGON((-60.9142 45.8968\,-60.6765 45.8218\,-59.8804 45.6439\,-59.8033 45.714\,-59.6332 45.7697\,-59.4824 45.8612\,-59.3932 45.9664\,-59.3752 46.0521\,-59.4015 46.1224\,-59.549 46.3093\,-59.645 46.3611\,-59.9124 46.4294\,-59.9856 46.5481\,-60.1295 46.5\,-60.3409 46.3602\,-60.3482 46.314\,-60.3813 46.2693\,-60.3965 46.2769\,-60.5041 46.1884\,-60.4658 46.1572\,-60.5844 46.0805\,-60.724 46.0307\,-60.8072 45.9449\,-60.9142 45.8968)\,(-60.6667 45.9319\,-60.648 45.9481\,-60.6659 45.9508\,-60.6633 45.9634\,-60.5854 46.0019\,-60.567 45.9838\,-60.5856 45.9684\,-60.5642 45.9582\,-60.5811 45.946\,-60.5668 45.9273\,-60.6489 45.8881\,-60.6667 45.9319)\,(-60.2314 46.0524\,-60.2207 46.0614\,-60.2045 46.0521\,-60.2158 46.0424\,-60.2314 46.0524)\,(-60.1964 46.1063\,-60.1919 46.1217\,-60.175 46.1165\,-60.1964 46.1063)\,(-60.1753 46.1646\,-60.1711 46.1665\,-60.1707 46.1653\,-60.1753 46.1646))"
YSB,Sudbury,North Bay,North Bay,POINT(-79.45 46.3),"POLYGON((-79.5 46.3244\,-79.4653 46.3064\,-79.4266 46.2553\,-79.4237 46.2278\,-79.3422 46.2489\,-79.3833 46.3175\,-79.2571 46.3134\,-79.257 46.4467\,-79.5 46.447\,-79.5 46.3244))"
YSJ,Saint John,City of Saint John,Saint John,POINT(-66.0761 45.2806),"POLYGON((-66.2456 45.1332\,-66.1424 45.182\,-66.0206 45.2122\,-65.9569 45.208\,-65.9496 45.2403\,-65.87 45.2787\,-65.8892 45.296\,-65.8826 45.3268\,-65.8623 45.3155\,-65.8389 45.3342\,-65.9236 45.3769\,-66.239 45.2866\,-66.2456 45.1332))"
YTS,Timmins,Timmins,Timmins,POINT(-81.3333 48.4667),"POLYGON((-81.7272 48.7112\,-81.7264 48.2771\,-81.5964 48.2783\,-80.8127 48.2771\,-80.8131 48.5378\,-80.8114 48.6238\,-80.8161 48.6248\,-80.9212 48.625\,-80.9152 48.6485\,-80.9389 48.6682\,-80.931 48.6829\,-80.9434 48.7028\,-80.9434 48.7113\,-81.7272 48.7112))"
YUL,Montréal-Trudeau,Montréal,Montréal,POINT(-73.5617 45.5089),"POLYGON((-73.9742 45.4664\,-73.9247 45.4406\,-73.8936 45.4467\,-73.8376 45.4978\,-73.7903 45.5046\,-73.7642 45.4916\,-73.7738 45.482\,-73.7504 45.4611\,-73.7222 45.4827\,-73.7081 45.4735\,-73.7246 45.4612\,-73.723 45.4218\,-73.6278 45.4101\,-73.5373 45.4225\,-73.5188 45.4521\,-73.5307 45.5375\,-73.5003 45.5747\,-73.5005 45.6094\,-73.5683 45.6342\,-73.5447 45.6482\,-73.4848 45.6318\,-73.4743 45.7022\,-73.5235 45.6993\,-73.6076 45.6448\,-73.6787 45.5533\,-73.7634 45.512\,-73.8532 45.5114\,-73.8954 45.5266\,-73.9742 45.4664)\,(-73.6772 45.4837\,-73.656 45.479\,-73.6505 45.4927\,-73.6304 45.4796\,-73.6584 45.4613\,-73.632 45.4495\,-73.6873 45.4554\,-73.6772 45.4837)\,(-73.6209 45.5233\,-73.6856 45.4898\,-73.6483 45.5306\,-73.6209 45.5233)\,(-73.6185 45.4883\,-73.6029 45.495\,-73.5806 45.4856\,-73.5989 45.4744\,-73.6185 45.4883))"
YVR,Vancouver Int'l,Surrey,Surrey,POINT(-122.8489 49.19),"POLYGON((-122.9572 49.0021\,-122.8456 49.0021\,-122.8454 49.0312\,-122.7792 49.0311\,-122.7903 49.0021\,-122.6801 49.0021\,-122.6795 49.1871\,-122.7205 49.1866\,-122.7311 49.2116\,-122.7509 49.2153\,-122.8841 49.2176\,-122.9228 49.1771\,-122.8902 49.1771\,-122.8904 49.0627\,-122.9572 49.0021))"
